id,oof_pred,BeatsPerMinute
0,118.65654108580884,147.5302
1,119.4525167364709,136.15963
2,118.86934559535175,55.31989
3,118.79602836783486,147.91212
4,119.43524733326898,89.58511
5,118.70434787954062,151.43602
6,118.99119087527046,151.63439
7,118.7682316279415,123.31545
8,119.25454360298293,133.59806
9,118.35458525622248,117.3979
10,119.41319590057479,131.35937
11,118.62902732817403,132.55244
12,121.43468373709982,137.28701
13,118.60484988320131,143.72538
14,119.047473078818,145.92435
15,118.01611996958843,119.94727
16,117.87895025487707,151.17802
17,119.00244898554074,95.88081
18,119.13056505295062,103.4832
19,119.14491001716728,86.07513
20,118.94543522426004,148.24284
21,121.27065800347606,145.20788
22,118.9448648940522,80.24409
23,119.13475108948748,121.66038
24,119.16255736671732,152.61827
25,120.04378538562231,143.18457
26,119.15698236132474,120.60487
27,118.87206603219583,94.4265
28,118.98362586031482,117.07434
29,119.48864757414293,86.68904
30,119.20614893626461,131.5766
31,119.26106156469505,89.0468
32,118.86272352621404,159.6458
33,119.12509619143148,137.98394
34,118.50280202644504,93.82487
35,119.42872559058287,134.50628
36,119.22219011620308,105.21575
37,118.25814989913907,143.77942
38,117.89015597153447,137.74948
39,119.08910532289546,131.35937
40,119.29703764117976,131.60905
41,118.60722775817077,105.74492
42,119.15636311838696,119.62015
43,119.57471907080337,87.49651
44,119.20756975235079,127.97991
45,118.84943454371438,135.13675
46,119.19719756845245,120.00314
47,118.9058431533016,101.33914
48,119.0529041756745,91.87798
49,119.31803104501921,77.81766
50,119.2537107897466,110.98075
51,118.77489247626058,136.70811
52,119.28152643394714,75.72824
53,119.28669168886924,66.70075
54,118.48992911093137,147.69539
55,118.58367066704449,91.04349
56,118.99371483914638,127.041
57,118.96824776329181,93.46424
58,118.78164342839727,95.74747
59,118.57971083042014,99.88304
60,118.24713149875048,84.59327
61,119.15537379697773,115.70161
62,118.55573703763565,105.16036
63,118.80357492429522,110.31496
64,120.43125801523033,118.74766
65,118.93218141173742,130.4632
66,118.86911115144909,135.44048
67,119.03470592280654,168.44082
68,118.86480147157113,132.79311
69,118.35329834427185,98.22552
70,118.91191862698945,93.14822
71,119.11779002940084,126.13143
72,118.79709468500106,101.08129
73,118.73058608865429,147.83128
74,123.01661291705483,134.96554
75,119.31969254828134,131.21882
76,119.32463520048984,122.93259
77,118.54363377810043,115.98935
78,117.97630086699273,115.10074
79,119.00648060412654,164.3297
80,119.17887688389254,115.91169
81,119.2523457801374,104.94462
82,119.84650897653412,115.78353
83,119.48069294958528,130.06156
84,118.05861749770013,68.48346
85,118.20310234806549,115.82263
86,119.12101570480687,97.93957
87,118.49737138187812,115.4009
88,118.89567327323117,124.05621
89,118.61178969020519,101.69606
90,118.55876491397431,151.38485
91,118.72331328441116,108.26822
92,119.3468198544001,122.35146
93,118.39708971583882,128.51266
94,118.40243938839046,124.76062
95,119.06470924707914,67.79192
96,119.5796327423698,80.90711
97,119.51593088221053,88.96294
98,119.81209443571831,144.08433
99,118.4803658356555,150.2063
100,119.18677363358151,132.60635
101,118.83025129212943,129.65646
102,118.76666644576157,104.00858
103,119.28382866839289,129.73709
104,119.03731923362247,80.16462
105,119.08608365468751,87.06295
106,118.69143236321304,120.89429
107,118.67610325545743,107.85067
108,118.99309198995617,98.90529
109,118.59666625329007,100.96655
110,119.01858060432595,152.83214
111,118.93844662707573,133.12429
112,119.07604276831833,89.27775
113,118.71015395240626,90.59862
114,119.24549215020505,177.79464
115,118.55950401912065,124.26793
116,118.42270761678826,83.86317
117,119.2000982128463,124.48939
118,117.74878225987689,152.33845
119,118.78257433752184,93.82487
120,118.54315762174228,139.97895
121,119.2057545214353,158.02336
122,118.91251094178351,115.62799
123,119.88618435034407,102.17772
124,119.36684804260967,99.1587
125,120.09409844692837,141.81736
126,118.79567504192904,94.535
127,122.0692750254531,161.0099
128,119.1431189761984,159.34262
129,118.66114102662142,111.62239
130,118.73536679065471,131.32366
131,122.43562221371388,158.33455
132,119.06971574141654,123.01437
133,119.24460124438099,120.8383
134,118.5942574756294,121.9985
135,119.03311866685641,118.66376
136,118.92412275980874,149.23384
137,118.87906048957028,112.1416
138,119.04836365825562,135.76939
139,118.56985346742195,90.71201
140,120.81665151040262,106.41767
141,118.68823696760668,130.71199
142,119.34274870741638,131.43572
143,119.2864196119753,102.26228
144,118.95772268367217,108.20118
145,119.1889079788265,100.88845
146,119.04534125181884,112.24826
147,118.38182092208463,103.66805
148,118.93174516620083,106.18615
149,118.74105387736513,101.96606
150,118.32642930650616,140.42768
151,119.04318977817898,146.7935
152,118.96754419647436,116.2653
153,118.57863607545637,132.58125
154,119.36131062630525,137.45418
155,119.62926607129647,135.799
156,118.4453461218575,106.73842
157,119.26524014638503,118.98254
158,119.11416080760051,165.33995
159,119.24820491086712,110.30447
160,118.31627776886391,143.79656
161,119.58178612089023,129.26424
162,119.06732196497013,116.70606
163,119.04150451433347,108.96537
164,118.51391844086523,83.0994
165,118.87537257182247,152.78583
166,121.9521495394501,146.51143
167,119.24173188187471,101.69606
168,118.854957489512,121.62866
169,118.54259243765878,109.93504
170,118.643906666355,140.97384
171,118.4583018253002,118.8645
172,118.99218236307186,120.98084
173,119.11259441921696,83.75607
174,119.10349428616209,116.14603
175,118.47237126925792,113.91585
176,119.11740916824904,132.52052
177,118.06435700098957,85.06602
178,118.64519117859321,96.31851
179,118.44500055352873,120.5713
180,119.63235678865426,142.21802
181,119.30955940612873,102.31656
182,119.1758128159178,144.00331
183,118.39258102532095,97.03803
184,118.67130515611703,128.05263
185,118.70680982296949,115.2308
186,119.09956769815524,150.27188
187,119.13850326367334,128.71426
188,118.02086434070813,94.78044
189,118.41859216707469,115.42698
190,118.4871339780234,142.23839
191,118.91867904602002,113.2861
192,119.03643340881275,93.89733
193,118.47610258876537,125.49059
194,119.57115510560136,120.17003
195,119.29416304094585,148.42323
196,118.92553460273425,152.54214
197,119.02749548964846,73.374
198,119.04445398447587,71.9087
199,117.7189811501853,156.80352
200,119.25818562186333,90.21369
201,118.82507448828417,147.79219
202,118.95131521926673,81.17932
203,120.66893653131942,137.15586
204,118.655402043251,139.68996
205,118.5295571697068,117.48894
206,119.38913752508427,138.12536
207,117.72056481704523,117.63039
208,118.52824754426142,70.43691
209,119.09826831657938,135.06305
210,119.06873309432632,85.23124
211,118.47120682829122,117.0701
212,118.5242894836202,51.67999
213,119.67416401834981,169.44196
214,119.00564965313635,90.39257
215,118.92598427502364,128.65384
216,119.57937023447616,91.15658
217,119.21232957667478,126.01143
218,119.09343671728146,114.36767
219,118.05782120096643,93.71166
220,118.93706530177866,108.61988
221,118.61664680908294,166.95105
222,118.96175562803879,88.11572
223,118.76872812647204,132.63475
224,119.41868873937284,111.22298
225,119.82531302846299,86.2063
226,118.88392690970264,124.66238
227,119.13551649994814,80.24409
228,118.65952856963926,119.43743
229,118.87394276561653,153.78333
230,118.93496346707862,145.04886
231,119.14952857905814,97.67342
232,119.30534906189499,109.598
233,119.13824203823644,63.89791
234,118.19589957514592,174.89877
235,118.9305220123572,152.13043
236,119.42993553568297,95.73132
237,117.3895595835407,165.05156
238,118.57339363250978,98.56892
239,119.02168681221279,151.16294
240,119.00115048466677,174.1137
241,118.68722068254439,167.09386
242,118.95789638492869,144.1234
243,118.9208992219981,127.90625
244,118.30765675271262,113.71775
245,118.78431222474917,146.96998
246,119.32140747978978,73.17034
247,119.30220323187004,123.23702
248,119.00751147484051,110.2462
249,119.03758657320253,124.81018
250,118.253003298624,110.86402
251,119.53790137638865,136.33579
252,118.46435010290914,161.83228
253,119.51706523392747,89.69132
254,119.05089457160314,138.04196
255,118.3288426950976,102.8299
256,120.37125985138657,114.54627
257,119.14298344694167,84.94453
258,119.15266354699031,102.29198
259,118.62821415315088,93.60501
260,117.51501299598304,110.23622
261,118.75050030840933,91.65691
262,119.19037815266387,94.55125
263,119.3794112326843,110.1665
264,118.82618028570656,114.48451
265,119.14848484650553,124.11767
266,119.54777319905999,134.81252
267,118.27665438718792,68.22992
268,119.73865139994548,134.09058
269,117.70256034001565,133.98732
270,119.07300253607912,102.08104
271,119.20822131600843,105.84498
272,119.47405448173971,102.58507
273,119.00570557434142,114.8275
274,119.42003117418956,113.17194
275,118.61220241344267,181.4506
276,118.40579221310152,167.25842
277,119.13385855717648,94.04502
278,118.47666329445191,77.48895
279,117.76406550659237,152.99019
280,118.77885990877802,172.25902
281,119.21593651181504,86.13918
282,119.2105699693167,173.30129
283,119.24189735529482,146.64201
284,118.96039866855772,108.69313
285,118.72909591826819,112.85949
286,120.05059000350056,97.36289
287,119.04342861908566,169.18811
288,119.15369233158917,155.79908
289,118.733472096854,124.95496
290,119.18146761714105,101.35163
291,118.41326561976912,91.74737
292,119.21284523894559,114.65346
293,119.06642105946692,131.86459
294,118.77843945577423,80.1767
295,118.69159633949194,142.23242
296,118.32277463037852,93.13195
297,118.74441205650999,108.16314
298,119.14150914888592,130.00219
299,118.73622797980343,114.36767
300,119.0057685283797,152.30488
301,118.7033980752411,146.74079
302,119.97826961933514,150.69511
303,118.80676662128344,139.07227
304,118.49473375384926,149.33476
305,118.88062682952314,68.82974
306,118.7090138547584,122.95696
307,119.17684192057776,86.63267
308,118.5075707887933,74.31546
309,117.4168519865716,188.02489
310,119.32226652688178,130.59203
311,118.57087058384313,121.80832
312,118.94902940564963,178.03426
313,119.35939609990693,151.54941
314,119.43790362733678,94.15716
315,119.26527807842407,142.86129
316,120.07251441047144,112.11482
317,118.94891089111414,115.75189
318,118.60853209478216,109.95013
319,118.99487460122144,131.14163
320,119.44027676045354,118.34247
321,119.12841226517307,99.44785
322,119.09321817867225,142.50205
323,118.42107512356911,123.0255
324,118.37678544037767,73.82107
325,119.14027383688332,103.48639
326,118.43846576744781,89.30164
327,118.92738280997992,127.64662
328,118.4944744851014,118.34545
329,118.64053750769823,118.83131
330,119.03354752484958,173.77596
331,118.8458929263142,91.84819
332,118.37496627437831,115.26333
333,118.77360701259721,124.47487
334,119.71832980184337,197.22364
335,119.2168776960155,52.07363
336,119.62129699769008,80.55937
337,119.05215921899237,135.59905
338,119.44530004221247,137.64488
339,119.33690704248788,143.06589
340,119.02561216360182,136.04781
341,118.7850021319792,142.83547
342,118.53584948128338,147.61059
343,119.46992954712607,128.51497
344,119.07493986391023,92.87945
345,119.17714128157084,154.07885
346,118.84826278760272,125.16499
347,119.26217955380135,103.3826
348,118.5418725798833,115.91169
349,119.32414088340596,123.1999
350,119.03225011287826,62.61953
351,118.9077364631337,87.00277
352,119.54970027043886,102.41207
353,118.94343986231726,164.86847
354,119.21706439983764,109.72373
355,119.42338743534518,168.96502
356,119.07693620072723,149.13062
357,119.11720653436142,108.52748
358,118.73424445701606,121.78651
359,118.47916275641191,92.93807
360,118.76457478017154,82.4055
361,119.69069305164444,115.20977
362,119.24726262008794,46.83678
363,118.61652259218016,126.05546
364,119.02492543145055,143.04815
365,119.26887342764232,110.14381
366,118.87082708916692,118.75141
367,118.45685306044028,99.35289
368,119.16718398138917,145.73783
369,119.40688101049052,150.82244
370,118.62068337472597,125.63751
371,119.07767304989382,112.04094
372,118.58457350534545,122.64986
373,119.0932573783485,126.72091
374,119.38031556360573,175.03359
375,122.52604390768002,116.45743
376,118.24248511507598,157.61672
377,118.89336421376665,167.16907
378,118.64950715089687,92.79935
379,118.65285378403583,96.04237
380,119.0078475745259,106.92056
381,119.19288150141439,110.793
382,118.69832140190017,145.34164
383,119.19315815641659,143.17566
384,118.6526935459929,124.28222
385,118.4836431248659,109.72021
