id,oof_pred,BeatsPerMinute
0,118.99664157975316,147.5302
1,118.9449497854719,136.15963
2,118.99956475764773,55.31989
3,118.71437602208235,147.91212
4,119.1042180621878,89.58511
5,118.60147493998386,151.43602
6,119.07085554932898,151.63439
7,119.16017028624589,123.31545
8,119.08005014462708,133.59806
9,118.59079790788279,117.3979
10,119.2611862302523,131.35937
11,118.99440193584158,132.55244
12,119.79366243988643,137.28701
13,118.94933110185792,143.72538
14,118.82714314619795,145.92435
15,117.92827297621417,119.94727
16,118.42371359389762,151.17802
17,119.25511796096053,95.88081
18,119.07192666654471,103.4832
19,119.06686400453528,86.07513
20,118.9383066073602,148.24284
21,119.97347667083761,145.20788
22,118.74252399680906,80.24409
23,119.17466319945706,121.66038
24,118.99628535871898,152.61827
25,119.53554721464361,143.18457
26,119.02480302466417,120.60487
27,120.06283128959907,94.4265
28,118.9300143845701,117.07434
29,119.41164420561468,86.68904
30,119.1232522890458,131.5766
31,119.07705919597636,89.0468
32,119.29343004481682,159.6458
33,119.25096650569331,137.98394
34,118.71199679860904,93.82487
35,119.26115643249283,134.50628
36,119.84574213491743,105.21575
37,118.79534292895939,143.77942
38,117.52349601260299,137.74948
39,119.01362230215099,131.35937
40,119.18139384257154,131.60905
41,118.90996434694277,105.74492
42,118.81320339685794,119.62015
43,119.11580705395413,87.49651
44,119.10483431223084,127.97991
45,118.70176042760217,135.13675
46,119.03349335271976,120.00314
47,118.68629792719378,101.33914
48,118.71964686027944,91.87798
49,118.18689580632045,77.81766
50,118.97519601347328,110.98075
51,118.66905071332668,136.70811
52,118.74683224853091,75.72824
53,118.76622386622928,66.70075
54,118.68731942094037,147.69539
55,117.82039103707052,91.04349
56,119.00250868287587,127.041
57,118.88095661993009,93.46424
58,119.06341447664225,95.74747
59,118.89010585727051,99.88304
60,118.39458768916039,84.59327
61,118.98924649325399,115.70161
62,118.90716133087363,105.16036
63,118.52476823709333,110.31496
64,119.28551792261166,118.74766
65,118.86383529117401,130.4632
66,118.95462634312061,135.44048
67,118.87373625363831,168.44082
68,118.77132396741935,132.79311
69,118.78813812330341,98.22552
70,118.94519889221574,93.14822
71,119.04139533543038,126.13143
72,118.78937343151915,101.08129
73,118.7760491214719,147.83128
74,122.72619049211427,134.96554
75,119.01168597519116,131.21882
76,119.11144291715237,122.93259
77,118.67958042004429,115.98935
78,119.12560026873712,115.10074
79,119.15757322495263,164.3297
80,119.09442049409408,115.91169
81,119.17426239455048,104.94462
82,119.13044481744168,115.78353
83,119.24764501350455,130.06156
84,117.37273750153139,68.48346
85,118.76907964736127,115.82263
86,119.18344890091467,97.93957
87,119.92661568097968,115.4009
88,119.09644200792357,124.05621
89,119.0419072630635,101.69606
90,118.74869571171106,151.38485
91,118.81163502388542,108.26822
92,119.3649462807998,122.35146
93,118.7790710617681,128.51266
94,119.05527807364628,124.76062
95,118.76239614395753,67.79192
96,119.15708160641988,80.90711
97,119.1677650111167,88.96294
98,119.43406216140004,144.08433
99,118.20285235011016,150.2063
100,119.14831102658626,132.60635
101,118.75468338217587,129.65646
102,118.63782929232707,104.00858
103,119.02806119965047,129.73709
104,119.27898432247963,80.16462
105,118.61276235683357,87.06295
106,118.88725725180083,120.89429
107,119.25833859887749,107.85067
108,118.89291853347422,98.90529
109,118.84983198694428,100.96655
110,119.22500715469343,152.83214
111,119.71127110645675,133.12429
112,119.21638991991381,89.27775
113,118.85769649731172,90.59862
114,119.15381733586409,177.79464
115,118.97034599115167,124.26793
116,118.27053543572411,83.86317
117,118.68736716529197,124.48939
118,117.96095501983808,152.33845
119,119.07381301883042,93.82487
120,118.23014117545476,139.97895
121,119.08949679331526,158.02336
122,119.07538632446705,115.62799
123,119.16045275834338,102.17772
124,119.24768450582926,99.1587
125,119.71895566845443,141.81736
126,118.82519214949762,94.535
127,121.502084882423,161.0099
128,119.05383994674607,159.34262
129,119.2275032885151,111.62239
130,118.83702208149275,131.32366
131,121.94039017645639,158.33455
132,118.7328493629675,123.01437
133,119.2940196251879,120.8383
134,118.67870359481677,121.9985
135,119.07363599762812,118.66376
136,118.83844874955635,149.23384
137,118.71389879101719,112.1416
138,118.93585132546077,135.76939
139,118.32700455620116,90.71201
140,117.26296321330808,106.41767
141,118.80972730025273,130.71199
142,119.24057425159194,131.43572
143,119.23010622371677,102.26228
144,118.6861466185855,108.20118
145,119.12811568715874,100.88845
146,119.04497573646367,112.24826
147,118.46421916566447,103.66805
148,119.02875901641482,106.18615
149,118.49407448679145,101.96606
150,118.73613746073381,140.42768
151,119.17495429422245,146.7935
152,118.99595517252455,116.2653
153,119.03631714702344,132.58125
154,119.01446864427837,137.45418
155,119.17629333480417,135.799
156,119.04996043146055,106.73842
157,118.55976594114206,118.98254
158,118.86208386747639,165.33995
159,118.9410556786668,110.30447
160,118.92988351606631,143.79656
161,119.21528394677719,129.26424
162,119.18360919106527,116.70606
163,118.95191922586882,108.96537
164,119.61817890766865,83.0994
165,119.29698395891222,152.78583
166,121.74122183259408,146.51143
167,119.0576460326142,101.69606
168,119.03483107543978,121.62866
169,118.17227201323485,109.93504
170,118.77067273825101,140.97384
171,118.92647435934114,118.8645
172,119.0166531078457,120.98084
173,119.09358549735875,83.75607
174,119.15515876186255,116.14603
175,118.86727086370726,113.91585
176,118.85351641117457,132.52052
177,115.85009430268398,85.06602
178,118.99969698252292,96.31851
179,118.72036436395987,120.5713
180,119.23910571316331,142.21802
181,118.91947661098715,102.31656
